"Participant","Group","Condition","TimeEpoch","MeanPercentChange","Meanpupil"
"nuP15","c","solo",0.1,2.45520122355541,3.78802405555556
"nuP15","c","solo",0.2,-0.681380891297441,3.6720568
"nuP15","c","solo",0,3.89788312817886,3.8413636
"nuP15","c","solo",0.1,5.46855418329798,3.89943522222222
"nuP15","c","solo",0.2,8.1672911023178,3.99921425
"nuP15","c","solo",0,-8.92230779949361,3.3673692
"nuP15","c","solo",0.1,-9.09316996606835,3.361052
"nuP15","c","solo",0,13.7170780309062,4.2044037
"nuP15","c","solo",0.1,8.63986091377029,4.01668633333333
"nuP15","c","solo",0.2,6.42835297817756,3.934921375
"nuP15","c","solo",0,-2.30740330888066,3.6119387
"nuP15","c","solo",0.1,-0.778190704635778,3.6684775
"nuP15","c","solo",0.2,1.9077025814032,3.76778166666667
"nuP15","c","solo",0.3,2.65252379095692,3.7953195625
"nuP15","c","solo",0,14.7411231647898,4.2422652
"nuP15","c","solo",0.1,13.8745861249419,4.21022716666667
"nuP15","c","solo",0.2,11.7257475300714,4.13077925
"nuP15","c","solo",0,1.08974400067952,3.7375397
"nuP15","c","solo",0.1,0.316166464120249,3.70893861111111
"nuP15","c","solo",0.2,1.91496774261552,3.76805027777778
"nuP15","c","solo",0.3,5.17619868668691,3.88862611111111
"nuP15","c","solo",0,2.08803755652286,3.7744491
"nuP15","c","solo",0.1,2.51772668854114,3.79033577777778
"nuP15","c","solo",0.2,3.67011649249493,3.8329425
"nuP15","c","solo",0.3,5.6630756816933,3.90662716666667
"nuP15","c","solo",0.4,6.34195879146123,3.93172716666667
"nuP15","c","solo",0,15.7964158547178,4.281282
"nuP15","c","solo",0.1,10.9362318676667,4.10158888888889
"nuP15","c","solo",0.2,8.06391018732535,3.995392
"nuP15","c","solo",0,12.5993443231611,4.1630783
"nuP15","c","solo",0.1,9.94188298632479,4.06482533333333
"nuP15","c","solo",0.2,3.55795502537338,3.82879561111111
"nuP15","c","solo",0.3,0.597286881024078,3.71933233333333
"nuP15","c","solo",0,11.8678599435973,4.1360335
"nuP15","c","solo",0.1,11.473520817084,4.1214538
"nuP15","c","solo",0,25.5006554714524,4.64007191666667
"nuP15","c","solo",0.1,25.2938891336116,4.63242725
"nuP15","c","solo",0.2,22.5081761388,4.5294325
"nuP15","c","solo",0.3,21.9034062383242,4.50707265
"nuP15","c","solo",0.4,20.8116631376823,4.4667081875
"nuP15","c","solo",0.5,19.9457169650563,4.434692
"nuP15","c","solo",0,-5.14307371595899,3.5070969
"nuP15","c","solo",0.1,-6.43429226088487,3.45935733333333
"nuP15","c","solo",0,14.3423266702889,4.2275207
"nuP15","c","solo",0.1,10.8402536034938,4.09804033333333
"nuP15","c","solo",0,-3.72493017507117,3.5595292
"nuP15","c","solo",0.1,-3.20332856444531,3.57881411111111
"nuP15","c","solo",0.2,-0.828399204480369,3.66662116666667
"nuP15","c","solo",0,20.4768415716903,4.454329
"nuP15","c","solo",0.1,19.4546266273324,4.41653516666667
"nuP15","c","solo",0.2,20.4252897307653,4.452423
"nuP15","c","solo",0,9.75261704694834,4.0578277
"nuP15","c","solo",0.1,7.03512278895653,3.95735516666667
"nuP15","c","solo",0.2,2.89379457321836,3.80423994444444
"nuP15","c","solo",0.3,0.100886852444103,3.7009791875
"nuP15","c","solo",0,13.2810829342961,4.188283875
"nuP15","c","solo",0,-3.09960309899454,3.5826491
"nuP15","c","solo",0.1,-1.79588555741007,3.63085078571429
"nuP15","c","solo",0,7.50860544124388,3.974861
"nuP15","c","solo",0.2,7.93885099295128,3.99076825
"nuP15","c","solo",0.3,7.06529537161288,3.95847072222222
"nuP15","c","solo",0.4,7.21347611058978,3.96394933333333
"nuP15","c","solo",0.5,4.85708756224819,3.87682777777778
"nuP15","c","solo",0.6,3.07916362136667,3.8110935
"nuP15","c","solo",0,-2.28017225250957,3.6129455
"nuP15","c","solo",0.1,-2.31593758181169,3.61162316666667
"nuP15","c","solo",0.2,-1.09937243758548,3.65660261111111
"nuP15","c","solo",0.3,-1.74861489170203,3.6325985
"nuP15","c","solo",0,-4.44807592265323,3.5327927
"nuP15","c","solo",0.1,-8.3870564009768,3.38715877777778
"nuP15","c","solo",0.2,-10.6876608326807,3.3020997
"nuP15","c","solo",0,2.00046163536281,3.7712112
"nuP15","c","solo",0.1,3.48018248886305,3.82592016666667
"nuP15","c","solo",0.2,5.38317388852127,3.8962785
"nuP15","c","solo",0,5.72963958458478,3.9090882
"nuP15","c","solo",0.1,-0.0376160832374244,3.69585838888889
"nuP15","c","solo",0.2,-5.50066699009775,3.49387578571429
"nuP15","c","solo",0,-0.501652673591951,3.6787018
"nuP15","c","solo",0.1,-5.63292920166965,3.48898572222222
"nuP15","c","solo",0.2,-7.9014370977873,3.40511333333333
"nuP15","c","solo",0,5.58052601994487,3.9035751
"nuP15","c","solo",0.1,0.765440427205575,3.72554938888889
"nuP15","c","solo",0.2,-2.25629774569713,3.6138282
"nuP15","c","solo",0,9.29707295672614,4.0409851
"nuP15","c","solo",0.1,11.718673952738,4.13051772222222
"nuP15","c","solo",0.2,11.254048861786,4.113339375
"nuP15","c","solo",0.3,9.97680128948928,4.06611635
"nuP15","c","solo",0.4,10.0597065083777,4.0691815625
"nuP15","c","solo",0.5,8.12720799830139,3.99773227777778
"nuP15","c","solo",0,13.9075818275333,4.2114471
"nuP15","c","solo",0.1,14.5946890697412,4.23685116666667
"nuP15","c","solo",0.2,14.3027212487439,4.22605638888889
"nuP15","c","solo",0.3,8.68138127253325,4.01822144444444
"nuP15","c","solo",0.4,4.5027625695549,3.8637275
"nuP15","c","solo",0,23.1993007822525,4.5549851
"nuP15","c","solo",0.1,18.989531592395,4.39933944444444
"nuP15","c","solo",0.2,16.3354990810748,4.30121325
"nuP15","c","solo",0.3,16.2256106251975,4.2971504
"nuP15","c","solo",0.4,13.5129242209954,4.196855625
"nuP15","c","solo",0,-8.62986875728514,3.3781814
"nuP15","c","solo",0.1,-8.63075635412652,3.37814858333333
"nuP15","c","solo",0,-0.486960669399685,3.679245
"nuP15","c","solo",0.1,-5.30781511569148,3.501006
"nuP15","c","solo",0,4.12932817433802,3.8499207
"nuP15","c","solo",0.1,3.88995110480603,3.84107033333333
"nuP15","c","solo",0.2,5.82572964358584,3.91264088888889
"nuP15","c","solo",0.3,8.5994671433463,4.015192875
"nuP15","c","solo",0.4,9.58115984338496,4.0514885
"nuP15","c","solo",0.5,10.0084174378906,4.06728527777778
"nuP15","c","solo",0.6,8.35672248000853,4.006218
"nuP15","c","solo",0,-1.19445964889407,3.653087
"nuP15","c","solo",0.1,-0.334006110945729,3.68490011111111
"nuP15","c","solo",0.2,0.223991327771213,3.70553066666667
"nuP15","c","solo",0,13.658721130602,4.2022461
"nuP15","c","solo",0.1,12.2988876083162,4.15196966666667
"nuP15","c","solo",0,6.98137562217192,3.955368
"nuP15","c","solo",0.1,5.78214017893056,3.91102927777778
